para_id,x,y,row,col,word,sentence,word_index_in_sentence
0,380.0,272.0,0,0,  ,/split,-1
0,420.0,272.0,0,1,  ,/split,-1
0,460.0,272.0,0,2,8,[CLS]  8月22日，,0
0,500.0,272.0,0,3,月,[CLS]  8月22日，,1
0,540.0,272.0,0,4,22,[CLS]  8月22日，,2
0,580.0,272.0,0,5,日,[CLS]  8月22日，,3
0,620.0,272.0,0,6,，,/split,-1
0,660.0,272.0,0,7,据,，据央视新闻报道，,0
0,700.0,272.0,0,8,央,，据央视新闻报道，,1
0,740.0,272.0,0,9,视,，据央视新闻报道，,2
0,780.0,272.0,0,10,新,，据央视新闻报道，,3
0,820.0,272.0,0,11,闻,，据央视新闻报道，,4
0,860.0,272.0,0,12,报,，据央视新闻报道，,5
0,900.0,272.0,0,13,道,，据央视新闻报道，,6
0,940.0,272.0,0,14,，,/split,-1
0,980.0,272.0,0,15,总,，总台记者目击，,0
0,1020.0,272.0,0,16,台,，总台记者目击，,1
0,1060.0,272.0,0,17,记,，总台记者目击，,2
0,1100.0,272.0,0,18,者,，总台记者目击，,3
0,1140.0,272.0,0,19,目,，总台记者目击，,4
0,1180.0,272.0,0,20,击,，总台记者目击，,5
0,1220.0,272.0,0,21,，,/split,-1
0,1260.0,272.0,0,22,天,，天津市位于南开区[SEP],0
0,1300.0,272.0,0,23,津,，天津市位于南开区[SEP],1
0,1340.0,272.0,0,24,市,，天津市位于南开区[SEP],2
0,1380.0,272.0,0,25,位,，天津市位于南开区[SEP],3
0,1420.0,272.0,0,26,于,，天津市位于南开区[SEP],4
0,1460.0,272.0,0,27,南,，天津市位于南开区[SEP],5
0,1500.0,272.0,0,28,开,，天津市位于南开区[SEP],6
0,1540.0,272.0,0,29,区,，天津市位于南开区[SEP],7
0,380.0,336.0,1,0,南,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,0
0,420.0,336.0,1,1,京,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,1
0,460.0,336.0,1,2,路,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,2
0,500.0,336.0,1,3,与,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,3
0,540.0,336.0,1,4,万,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,4
0,580.0,336.0,1,5,德,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,5
0,620.0,336.0,1,6,庄,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,6
0,660.0,336.0,1,7,南,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,7
0,700.0,336.0,1,8,北,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,8
0,740.0,336.0,1,9,街,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,9
0,780.0,336.0,1,10,交,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,10
0,820.0,336.0,1,11,口,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,11
0,860.0,336.0,1,12,处,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,12
0,900.0,336.0,1,13,的,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,13
0,940.0,336.0,1,14,一,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,14
0,980.0,336.0,1,15,栋,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,15
0,1020.0,336.0,1,16,大,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,16
0,1060.0,336.0,1,17,厦,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,17
0,1100.0,336.0,1,18,发,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,18
0,1140.0,336.0,1,19,生,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,19
0,1180.0,336.0,1,20,火,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,20
0,1220.0,336.0,1,21,情,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,21
0,1260.0,336.0,1,22,，,/split,-1
0,1300.0,336.0,1,23,目,，目前从大楼的一[SEP],0
0,1340.0,336.0,1,24,前,，目前从大楼的一[SEP],1
0,1380.0,336.0,1,25,从,，目前从大楼的一[SEP],2
0,1420.0,336.0,1,26,大,，目前从大楼的一[SEP],3
0,1460.0,336.0,1,27,楼,，目前从大楼的一[SEP],4
0,1500.0,336.0,1,28,的,，目前从大楼的一[SEP],5
0,1540.0,336.0,1,29,一,，目前从大楼的一[SEP],6
0,380.0,400.0,2,0,侧,[CLS]侧外立面到顶楼均可见明火，,0
0,420.0,400.0,2,1,外,[CLS]侧外立面到顶楼均可见明火，,1
0,460.0,400.0,2,2,立,[CLS]侧外立面到顶楼均可见明火，,2
0,500.0,400.0,2,3,面,[CLS]侧外立面到顶楼均可见明火，,3
0,540.0,400.0,2,4,到,[CLS]侧外立面到顶楼均可见明火，,4
0,580.0,400.0,2,5,顶,[CLS]侧外立面到顶楼均可见明火，,5
0,620.0,400.0,2,6,楼,[CLS]侧外立面到顶楼均可见明火，,6
0,660.0,400.0,2,7,均,[CLS]侧外立面到顶楼均可见明火，,7
0,700.0,400.0,2,8,可,[CLS]侧外立面到顶楼均可见明火，,8
0,740.0,400.0,2,9,见,[CLS]侧外立面到顶楼均可见明火，,9
0,780.0,400.0,2,10,明,[CLS]侧外立面到顶楼均可见明火，,10
0,820.0,400.0,2,11,火,[CLS]侧外立面到顶楼均可见明火，,11
0,860.0,400.0,2,12,，,/split,-1
0,900.0,400.0,2,13,消,，消防部门正在全力进行灭火工作。[SEP],0
0,940.0,400.0,2,14,防,，消防部门正在全力进行灭火工作。[SEP],1
0,980.0,400.0,2,15,部,，消防部门正在全力进行灭火工作。[SEP],2
0,1020.0,400.0,2,16,门,，消防部门正在全力进行灭火工作。[SEP],3
0,1060.0,400.0,2,17,正,，消防部门正在全力进行灭火工作。[SEP],4
0,1100.0,400.0,2,18,在,，消防部门正在全力进行灭火工作。[SEP],5
0,1140.0,400.0,2,19,全,，消防部门正在全力进行灭火工作。[SEP],6
0,1180.0,400.0,2,20,力,，消防部门正在全力进行灭火工作。[SEP],7
0,1220.0,400.0,2,21,进,，消防部门正在全力进行灭火工作。[SEP],8
0,1260.0,400.0,2,22,行,，消防部门正在全力进行灭火工作。[SEP],9
0,1300.0,400.0,2,23,灭,，消防部门正在全力进行灭火工作。[SEP],10
0,1340.0,400.0,2,24,火,，消防部门正在全力进行灭火工作。[SEP],11
0,1380.0,400.0,2,25,工,，消防部门正在全力进行灭火工作。[SEP],12
0,1420.0,400.0,2,26,作,，消防部门正在全力进行灭火工作。[SEP],13
0,1460.0,400.0,2,27,。,/split,-1
0,380.0,464.0,3,0,  ,/split,-1
0,420.0,464.0,3,1,  ,/split,-1
0,460.0,464.0,3,2,据,[CLS]  据现场视频显示，,0
0,500.0,464.0,3,3,现,[CLS]  据现场视频显示，,1
0,540.0,464.0,3,4,场,[CLS]  据现场视频显示，,2
0,580.0,464.0,3,5,视,[CLS]  据现场视频显示，,3
0,620.0,464.0,3,6,频,[CLS]  据现场视频显示，,4
0,660.0,464.0,3,7,显,[CLS]  据现场视频显示，,5
0,700.0,464.0,3,8,示,[CLS]  据现场视频显示，,6
0,740.0,464.0,3,9,，,/split,-1
0,780.0,464.0,3,10,整,，整个大楼一侧有较严重的明火燃烧，,0
0,820.0,464.0,3,11,个,，整个大楼一侧有较严重的明火燃烧，,1
0,860.0,464.0,3,12,大,，整个大楼一侧有较严重的明火燃烧，,2
0,900.0,464.0,3,13,楼,，整个大楼一侧有较严重的明火燃烧，,3
0,940.0,464.0,3,14,一,，整个大楼一侧有较严重的明火燃烧，,4
0,980.0,464.0,3,15,侧,，整个大楼一侧有较严重的明火燃烧，,5
0,1020.0,464.0,3,16,有,，整个大楼一侧有较严重的明火燃烧，,6
0,1060.0,464.0,3,17,较,，整个大楼一侧有较严重的明火燃烧，,7
0,1100.0,464.0,3,18,严,，整个大楼一侧有较严重的明火燃烧，,8
0,1140.0,464.0,3,19,重,，整个大楼一侧有较严重的明火燃烧，,9
0,1180.0,464.0,3,20,的,，整个大楼一侧有较严重的明火燃烧，,10
0,1220.0,464.0,3,21,明,，整个大楼一侧有较严重的明火燃烧，,11
0,1260.0,464.0,3,22,火,，整个大楼一侧有较严重的明火燃烧，,12
0,1300.0,464.0,3,23,燃,，整个大楼一侧有较严重的明火燃烧，,13
0,1340.0,464.0,3,24,烧,，整个大楼一侧有较严重的明火燃烧，,14
0,1380.0,464.0,3,25,，,/split,-1
0,1420.0,464.0,3,26,现,，现场黑烟[SEP],0
0,1460.0,464.0,3,27,场,，现场黑烟[SEP],1
0,1500.0,464.0,3,28,黑,，现场黑烟[SEP],2
0,1540.0,464.0,3,29,烟,，现场黑烟[SEP],3
0,380.0,528.0,4,0,滚,[CLS]滚滚，,0
0,420.0,528.0,4,1,滚,[CLS]滚滚，,1
0,460.0,528.0,4,2,，,/split,-1
0,500.0,528.0,4,3,路,，路上停有多辆消防救援车辆。[SEP],0
0,540.0,528.0,4,4,上,，路上停有多辆消防救援车辆。[SEP],1
0,580.0,528.0,4,5,停,，路上停有多辆消防救援车辆。[SEP],2
0,620.0,528.0,4,6,有,，路上停有多辆消防救援车辆。[SEP],3
0,660.0,528.0,4,7,多,，路上停有多辆消防救援车辆。[SEP],4
0,700.0,528.0,4,8,辆,，路上停有多辆消防救援车辆。[SEP],5
0,740.0,528.0,4,9,消,，路上停有多辆消防救援车辆。[SEP],6
0,780.0,528.0,4,10,防,，路上停有多辆消防救援车辆。[SEP],7
0,820.0,528.0,4,11,救,，路上停有多辆消防救援车辆。[SEP],8
0,860.0,528.0,4,12,援,，路上停有多辆消防救援车辆。[SEP],9
0,900.0,528.0,4,13,车,，路上停有多辆消防救援车辆。[SEP],10
0,940.0,528.0,4,14,辆,，路上停有多辆消防救援车辆。[SEP],11
0,980.0,528.0,4,15,。,/split,-1
0,380.0,592.0,5,0,  ,/split,-1
0,420.0,592.0,5,1,  ,/split,-1
0,460.0,592.0,5,2,工,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],0
0,500.0,592.0,5,3,作,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],1
0,540.0,592.0,5,4,人,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],2
0,580.0,592.0,5,5,员,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],3
0,620.0,592.0,5,6,表,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],4
0,660.0,592.0,5,7,示,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],5
0,700.0,592.0,5,8,如,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],6
0,740.0,592.0,5,9,果,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],7
0,780.0,592.0,5,10,有,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],8
0,820.0,592.0,5,11,新,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],9
0,860.0,592.0,5,12,进,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],10
0,900.0,592.0,5,13,展,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],11
0,940.0,592.0,5,14,会,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],12
0,980.0,592.0,5,15,通,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],13
0,1020.0,592.0,5,16,过,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],14
0,1060.0,592.0,5,17,公,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],15
0,1100.0,592.0,5,18,众,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],16
0,1140.0,592.0,5,19,号,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],17
0,1180.0,592.0,5,20,及,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],18
0,1220.0,592.0,5,21,时,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],19
0,1260.0,592.0,5,22,发,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],20
0,1300.0,592.0,5,23,布,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],21
0,1340.0,592.0,5,24,通,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],22
0,1380.0,592.0,5,25,报,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],23
0,1420.0,592.0,5,26,。,/split,-1
1,380.0,272.0,0,0,【,/split,-1
1,420.0,272.0,0,1,知,[CLS]【知乎】,0
1,460.0,272.0,0,2,乎,[CLS]【知乎】,1
1,500.0,272.0,0,3,】,/split,-1
1,540.0,272.0,0,4,董,】董明珠称「,0
1,580.0,272.0,0,5,明,】董明珠称「,1
1,620.0,272.0,0,6,珠,】董明珠称「,2
1,660.0,272.0,0,7,称,】董明珠称「,3
1,700.0,272.0,0,8,「,/split,-1
1,740.0,272.0,0,9,不,「不招只想要多少工资的，,0
1,780.0,272.0,0,10,招,「不招只想要多少工资的，,1
1,820.0,272.0,0,11,只,「不招只想要多少工资的，,2
1,860.0,272.0,0,12,想,「不招只想要多少工资的，,3
1,900.0,272.0,0,13,要,「不招只想要多少工资的，,4
1,940.0,272.0,0,14,多,「不招只想要多少工资的，,5
1,980.0,272.0,0,15,少,「不招只想要多少工资的，,6
1,1020.0,272.0,0,16,工,「不招只想要多少工资的，,7
1,1060.0,272.0,0,17,资,「不招只想要多少工资的，,8
1,1100.0,272.0,0,18,的,「不招只想要多少工资的，,9
1,1140.0,272.0,0,19,，,/split,-1
1,1180.0,272.0,0,20,希,，希望年轻人知道自己能[SEP],0
1,1220.0,272.0,0,21,望,，希望年轻人知道自己能[SEP],1
1,1260.0,272.0,0,22,年,，希望年轻人知道自己能[SEP],2
1,1300.0,272.0,0,23,轻,，希望年轻人知道自己能[SEP],3
1,1340.0,272.0,0,24,人,，希望年轻人知道自己能[SEP],4
1,1380.0,272.0,0,25,知,，希望年轻人知道自己能[SEP],5
1,1420.0,272.0,0,26,道,，希望年轻人知道自己能[SEP],6
1,1460.0,272.0,0,27,自,，希望年轻人知道自己能[SEP],7
1,1500.0,272.0,0,28,己,，希望年轻人知道自己能[SEP],8
1,1540.0,272.0,0,29,能,，希望年轻人知道自己能[SEP],9
1,380.0,336.0,1,0,干,[CLS]干什么」,0
1,420.0,336.0,1,1,什,[CLS]干什么」,1
1,460.0,336.0,1,2,么,[CLS]干什么」,2
1,500.0,336.0,1,3,」,/split,-1
1,540.0,336.0,1,4,，,/split,-1
1,580.0,336.0,1,5,你,，你怎么看待这一言论？[SEP],0
1,620.0,336.0,1,6,怎,，你怎么看待这一言论？[SEP],1
1,660.0,336.0,1,7,么,，你怎么看待这一言论？[SEP],2
1,700.0,336.0,1,8,看,，你怎么看待这一言论？[SEP],3
1,740.0,336.0,1,9,待,，你怎么看待这一言论？[SEP],4
1,780.0,336.0,1,10,这,，你怎么看待这一言论？[SEP],5
1,820.0,336.0,1,11,一,，你怎么看待这一言论？[SEP],6
1,860.0,336.0,1,12,言,，你怎么看待这一言论？[SEP],7
1,900.0,336.0,1,13,论,，你怎么看待这一言论？[SEP],8
1,940.0,336.0,1,14,？,/split,-1
1,380.0,400.0,2,0,【,/split,-1
1,420.0,400.0,2,1,知,[CLS]【知乎】,0
1,460.0,400.0,2,2,乎,[CLS]【知乎】,1
1,500.0,400.0,2,3,】,/split,-1
1,540.0,400.0,2,4,特,】特朗普称将于24日自首，,0
1,580.0,400.0,2,5,朗,】特朗普称将于24日自首，,1
1,620.0,400.0,2,6,普,】特朗普称将于24日自首，,2
1,660.0,400.0,2,7,称,】特朗普称将于24日自首，,3
1,700.0,400.0,2,8,将,】特朗普称将于24日自首，,4
1,740.0,400.0,2,9,于,】特朗普称将于24日自首，,5
1,780.0,400.0,2,10,24,】特朗普称将于24日自首，,6
1,820.0,400.0,2,11,日,】特朗普称将于24日自首，,7
1,860.0,400.0,2,12,自,】特朗普称将于24日自首，,8
1,900.0,400.0,2,13,首,】特朗普称将于24日自首，,9
1,940.0,400.0,2,14,，,/split,-1
1,980.0,400.0,2,15,这,，这对其政治生涯意味着什么？,0
1,1020.0,400.0,2,16,对,，这对其政治生涯意味着什么？,1
1,1060.0,400.0,2,17,其,，这对其政治生涯意味着什么？,2
1,1100.0,400.0,2,18,政,，这对其政治生涯意味着什么？,3
1,1140.0,400.0,2,19,治,，这对其政治生涯意味着什么？,4
1,1180.0,400.0,2,20,生,，这对其政治生涯意味着什么？,5
1,1220.0,400.0,2,21,涯,，这对其政治生涯意味着什么？,6
1,1260.0,400.0,2,22,意,，这对其政治生涯意味着什么？,7
1,1300.0,400.0,2,23,味,，这对其政治生涯意味着什么？,8
1,1340.0,400.0,2,24,着,，这对其政治生涯意味着什么？,9
1,1380.0,400.0,2,25,什,，这对其政治生涯意味着什么？,10
1,1420.0,400.0,2,26,么,，这对其政治生涯意味着什么？,11
1,1460.0,400.0,2,27,？,/split,-1
1,1500.0,400.0,2,28,对,？对美[SEP],0
1,1540.0,400.0,2,29,美,？对美[SEP],1
1,380.0,464.0,3,0,政,[CLS]政坛有何影响？[SEP],0
1,420.0,464.0,3,1,坛,[CLS]政坛有何影响？[SEP],1
1,460.0,464.0,3,2,有,[CLS]政坛有何影响？[SEP],2
1,500.0,464.0,3,3,何,[CLS]政坛有何影响？[SEP],3
1,540.0,464.0,3,4,影,[CLS]政坛有何影响？[SEP],4
1,580.0,464.0,3,5,响,[CLS]政坛有何影响？[SEP],5
1,620.0,464.0,3,6,？,/split,-1
1,380.0,528.0,4,0,【,/split,-1
1,420.0,528.0,4,1,知,[CLS]【知乎】,0
1,460.0,528.0,4,2,乎,[CLS]【知乎】,1
1,500.0,528.0,4,3,】,/split,-1
1,540.0,528.0,4,4,中,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],0
1,580.0,528.0,4,5,国,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],1
1,620.0,528.0,4,6,房,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],2
1,660.0,528.0,4,7,地,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],3
1,700.0,528.0,4,8,产,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],4
1,740.0,528.0,4,9,报,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],5
1,780.0,528.0,4,10,呼,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],6
1,820.0,528.0,4,11,吁,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],7
1,860.0,528.0,4,12,允,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],8
1,900.0,528.0,4,13,许,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],9
1,940.0,528.0,4,14,开,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],10
1,980.0,528.0,4,15,发,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],11
1,1020.0,528.0,4,16,商,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],12
1,1060.0,528.0,4,17,以,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],13
1,1100.0,528.0,4,18,降,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],14
